FinalIDassigned,BCG,Habitat,Heterocystous,IndicatorClass_Cu,IndicatorClass_DOC,IndicatorClass_Ref,IndicatorClass_TN,IndicatorClass_TP,Motility,NitrogenUptakeMetabolism,OxygenRequirements,Salinity,Saprobity,TrophicState,ZHR,CRUS,Green,Salinity2,NitrogenUptakeMetabolism2,Phylum,Class,Order,Family,Genus,Notes
Euastrum bidentatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Euastrum,
Euastrum denticulatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Euastrum,
Euastrum didelta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Euastrum,
Euastrum elegans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Euastrum,
Euastrum verrucosum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Euastrum,
Eucapsis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Eucapsis,
Eucapsis alpina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Eucapsis,
Eucocconeis,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Eucocconeis,
Eucocconeis alpestris,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Eucocconeis,
Eucocconeis flexella,NA,BN,NA,NA,NA,NA,NA,low,NM,NALON,DO_100,F,OS,O,NA,NA,NA,F,NALON,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Eucocconeis,
Eucocconeis laevis,2,BN,NA,NA,NA,NA,low,low,NM,NALON,DO_100,F,OS,O,NA,NA,NA,F,NALON,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Eucocconeis,
Eudorina,NA,NA,No,NI,high,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Volvocales,Volvocaceae,Eudorina,
Eudorina elegans,NA,NA,No,NI,high,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Volvocales,Volvocaceae,Eudorina,
Euglena,NA,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,
Euglena acus,NA,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,
Euglena agilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,
Euglena ehrenbergii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,
Euglena geniculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,
Euglena geniculata var terricola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,
Euglena limnophila,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,
Euglena mutabilis,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,
Euglena oxyuris,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,
Euglena pisciformis,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,
Euglena proxima,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,
Euglena spirogyra,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,
Euglena tripteris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,
Euglena variabilis,NA,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,
Euglena viridis,NA,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena,
Euglenaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglenaria,
Euglenaria anabaena,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglenaria,
Euglenophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Euglenozoa,Euglenophyceae,NA,NA,NA,
Euglenozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Euglenozoa,NA,NA,NA,NA,
Eunotia,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia arcubus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia arcus,NA,BN,NA,NA,NA,NA,low,low,NM,NALON,NA,F,OS,OM,NA,NA,NA,F,NALON,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia bilunaris,3,BN,NA,NA,NA,NA,NA,NA,NM,NAHON,DO_75,FB,BM,I,NA,NA,NA,FB,NAHON,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia circumborealis,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,F,NA,NA,NA,NA,NA,F,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia cristagalli,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia curvata,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia exigua,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia flexuosa,NA,BN,NA,NA,NA,NA,low,low,NM,NALON,DO_100,F,OS,OM,NA,NA,NA,F,NALON,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia formica,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia implicata,3,BN,NA,NA,NA,NA,low,low,NM,NA,NA,F,NA,NA,NA,NA,NA,F,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia incisa,3,BN,NA,NA,NA,NA,low,low,NM,NALON,DO_100,F,OS,O,NA,NA,NA,F,NALON,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia intermedia,2,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,F,NA,O,NA,NA,NA,F,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia meisteri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia minor,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,F,OS,NA,NA,NA,NA,F,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia mucophila,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia muscicola,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia muscicola var tridentula,2,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia naegelii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia paludosa,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia pectinalis,NA,BN,NA,NA,NA,NA,low,low,NM,NAHON,DO_100,F,BM,M,NA,NA,NA,F,NAHON,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia pectinalis var undulata,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia perminuta,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia perpusilla,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia praerupta,2,BN,NA,NA,NA,NA,low,NA,NM,NALON,DO_100,F,OS,OM,NA,NA,NA,F,NALON,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia pseudogroenlandica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia quaternaria,3,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia rhomboidea,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia serra,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia soleirolii,2,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia subarcuatoides,NA,BN,NA,NA,NA,NA,NA,NA,NM,NALON,DO_100,F,OS,O,NA,NA,NA,F,NALON,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia subherkiniensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia tecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia tridentula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Eunotia veneris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,
Fallacia,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,
Fallacia californica,,,,,,,,,,,,,,,,,,,,,,,,,new
Fallacia cryptolyra,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,
Fallacia fracta,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,
Fallacia helensis,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,
Fallacia indifferens,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,
Fallacia insociabilis,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,
Fallacia lenzii,4,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,
Fallacia litoricola,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,
Fallacia lucinensis,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,
Fallacia maceria,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,
Fallacia monoculata,4,BN,NA,NA,NA,NA,high,NA,MM,NHHONF,DO_75,FB,AM,E,NA,NA,NA,FB,Heterotroph,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,
Fallacia naumannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Fallacia,
Fallacia nyella,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,
Fallacia oculiformis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,
Fallacia omissa,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,
Fallacia pulchella,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,
Fallacia pygmaea,5,BN,NA,NA,NA,NA,high,high,MM,NHHONF,DO_50,BF,AM,E,NA,NA,NA,Halo,Heterotroph,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,
Fallacia subforcipata,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,
Fallacia subhamulata,4,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,
Fallacia sublucidula,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,
Fallacia tenera,4,BN,NA,NA,NA,NA,NA,high,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia,
Fistulifera,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Fistulifera,
Fistulifera pelliculosa,5,BN,NA,NA,NA,NA,low,low,NM,NA,NA,FB,NA,OM,NA,NA,NA,FB,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Fistulifera,
Fistulifera saprophila,5,BN,NA,NA,NA,NA,high,high,NM,NHHONF,DO_30,FB,AMPS,E,NA,NA,NA,FB,Heterotroph,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Fistulifera,
Fragilaria,NA,NA,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria alpestris,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria brevistriata var trigona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria capensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria capitellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria capucina,3,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,FB,BM,M,NA,NA,NA,FB,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria capucina subsp amphicephala,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria capucina var biconstricta,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria capucina var capitellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria capucina var gracilis,3,BN,NA,NA,NA,NA,low,low,NM,NALON,DO_100,FB,OS,OM,NA,NA,NA,FB,NALON,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria capucina var rumpens,2,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria capucina var sublinearis,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria construens,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria construens var pumila,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria crotonensis,3,P,NA,NA,NA,NA,high,low,NM,NAHON,DO_75,FB,BM,M,NA,NA,NA,FB,NAHON,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria crotonensis var oregona,NA,P,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria delicatissima,NA,NA,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria exigua,2,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria famelica,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria grunowii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria mesolepta,3,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,FB,NA,NA,NA,NA,NA,FB,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria nanana,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria neoproducta,NA,BN,NA,NA,NA,NA,NA,NA,NM,NALON,DO_100,F,OS,NA,NA,NA,NA,F,NALON,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria nitzschioides,3,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria pararumpens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria perminuta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria radians,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria recapitellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria sepes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria tenera,3,BN,NA,NA,NA,NA,NA,low,NM,NALON,DO_100,F,OS,OM,NA,NA,NA,F,NALON,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria vaucheriae,3,BN,NA,NA,NA,NA,low,NA,NM,NAHON,DO_50,FB,AM,E,NA,NA,NA,FB,NAHON,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilaria vaucheriae var capitellata,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria,
Fragilariaceae,NA,NA,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,NA,
Fragilariforma,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilariforma,
Fragilariforma bicapitata,2,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilariforma,
Fragilariforma constricta,NA,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilariforma,
